VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee
1,2024-01-01 00:24:05,2024-01-01 00:30:10,1.0,1.6,1.0,N,236,43,1,8.6,3.5,0.5,2.7,0.0,1.0,16.3,2.5,0.0
2,2024-01-01 00:09:19,2024-01-01 00:21:19,1.0,1.23,1.0,N,140,162,1,11.4,1.0,0.5,4.1,0.0,1.0,20.5,2.5,0.0
2,2024-01-01 00:36:56,2024-01-01 00:56:45,4.0,2.44,1.0,N,234,237,1,18.4,1.0,0.5,4.0,0.0,1.0,27.4,2.5,0.0
1,2024-01-01 00:11:36,2024-01-01 00:29:01,3.0,2.2,1.0,N,142,162,1,17.7,3.5,0.5,6.8,0.0,1.0,29.5,2.5,0.0
1,2024-01-01 00:36:08,2024-01-01 00:56:48,1.0,1.6,1.0,N,237,164,1,18.4,3.5,0.5,4.65,0.0,1.0,28.05,2.5,0.0
2,2024-01-01 00:10:14,2024-01-01 00:13:59,2.0,1.07,1.0,N,263,237,1,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0
2,2024-01-01 00:35:05,2024-01-01 00:53:19,2.0,1.36,1.0,N,162,43,2,15.6,1.0,0.5,0.0,0.0,1.0,20.6,2.5,0.0
2,2024-01-01 00:54:57,2024-01-01 01:06:24,3.0,2.22,1.0,N,43,151,1,13.5,1.0,0.5,3.7,0.0,1.0,22.2,2.5,0.0
2,2024-01-01 00:42:29,2024-01-01 01:10:54,2.0,4.63,1.0,N,137,75,2,28.2,1.0,0.5,0.0,0.0,1.0,33.2,2.5,0.0
2,2024-01-01 00:12:59,2024-01-01 00:25:10,2.0,2.21,1.0,N,151,236,2,14.2,1.0,0.5,0.0,0.0,1.0,19.2,2.5,0.0
2,2024-01-01 00:30:23,2024-01-01 00:32:35,1.0,0.55,1.0,N,236,75,1,5.1,1.0,0.5,1.52,0.0,1.0,11.62,2.5,0.0
2,2024-01-01 00:33:43,2024-01-01 00:40:31,2.0,1.14,1.0,N,75,263,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0
2,2024-01-01 00:41:36,2024-01-01 01:01:46,1.0,5.79,1.0,N,263,148,1,27.5,1.0,0.5,6.5,0.0,1.0,39.0,2.5,0.0
1,2024-01-01 00:12:55,2024-01-01 00:31:40,3.0,6.8,1.0,N,237,88,1,30.3,3.5,0.5,10.0,0.0,1.0,45.3,2.5,0.0
2,2024-01-01 00:16:21,2024-01-01 00:46:36,1.0,23.0,4.0,N,70,265,2,125.5,6.0,0.5,0.0,0.0,1.0,134.75,0.0,1.75
2,2024-01-01 00:28:57,2024-01-01 01:07:14,1.0,11.1,1.0,N,164,227,2,49.2,1.0,0.5,0.0,0.0,1.0,54.2,2.5,0.0
2,2024-01-01 00:07:36,2024-01-01 00:28:23,1.0,2.52,1.0,N,236,137,1,19.1,1.0,0.5,6.03,0.0,1.0,30.13,2.5,0.0
2,2024-01-01 00:36:03,2024-01-01 00:59:30,1.0,5.25,1.0,N,79,188,1,28.2,1.0,0.5,6.64,0.0,1.0,39.84,2.5,0.0
1,2024-01-01 00:37:29,2024-01-01 00:41:10,2.0,0.8,1.0,N,237,263,1,6.5,3.5,0.5,2.85,0.0,1.0,14.35,2.5,0.0
1,2024-01-01 00:52:13,2024-01-01 00:56:32,1.0,1.2,1.0,N,43,236,1,7.9,3.5,0.5,1.0,0.0,1.0,13.9,2.5,0.0
2,2024-01-01 00:24:02,2024-01-01 00:43:11,1.0,3.88,1.0,N,234,146,1,21.2,1.0,0.5,6.55,0.0,1.0,32.75,2.5,0.0
2,2024-01-01 00:53:48,2024-01-01 00:56:43,1.0,0.39,1.0,N,161,229,1,5.1,1.0,0.5,1.0,0.0,1.0,11.1,2.5,0.0
2,2024-01-01 00:03:21,2024-01-01 00:27:51,1.0,2.96,1.0,N,68,143,1,23.3,1.0,0.5,7.08,0.0,1.0,35.38,2.5,0.0
2,2024-01-01 00:30:11,2024-01-01 00:43:40,1.0,1.68,1.0,N,142,141,1,13.5,1.0,0.5,2.0,0.0,1.0,20.5,2.5,0.0
2,2024-01-01 00:49:49,2024-01-01 00:59:53,1.0,2.45,1.0,N,262,74,1,13.5,1.0,0.5,2.78,0.0,1.0,21.28,2.5,0.0
2,2024-01-01 00:43:03,2024-01-01 01:07:45,1.0,3.84,1.0,N,68,140,1,24.0,1.0,0.5,5.8,0.0,1.0,34.8,2.5,0.0
1,2024-01-01 00:41:14,2024-01-01 00:51:02,2.0,1.0,1.0,N,229,137,1,8.6,3.5,0.5,2.0,0.0,1.0,15.6,2.5,0.0
1,2024-01-01 00:43:51,2024-01-01 01:14:44,1.0,1.5,1.0,N,161,107,1,25.4,3.5,0.5,6.05,0.0,1.0,36.45,2.5,0.0
1,2024-01-01 00:24:50,2024-01-01 00:32:04,1.0,0.9,1.0,N,43,262,1,7.2,3.5,0.5,2.45,0.0,1.0,14.65,2.5,0.0
1,2024-01-01 00:33:09,2024-01-01 00:42:03,1.0,3.3,1.0,N,262,224,1,14.9,3.5,0.5,4.0,0.0,1.0,23.9,2.5,0.0
1,2024-01-01 00:45:07,2024-01-01 01:06:19,1.0,2.5,1.0,N,107,246,2,17.0,3.5,0.5,0.0,0.0,1.0,22.0,2.5,0.0
2,2024-01-01 00:39:01,2024-01-01 00:52:32,1.0,1.3,1.0,N,158,79,1,12.8,1.0,0.5,2.0,0.0,1.0,19.8,2.5,0.0
2,2024-01-01 00:55:18,2024-01-01 01:13:49,1.0,2.27,1.0,N,79,229,1,18.4,1.0,0.5,4.68,0.0,1.0,28.08,2.5,0.0
2,2024-01-01 00:50:05,2024-01-01 01:25:11,1.0,4.41,1.0,N,239,249,1,31.7,1.0,0.5,7.34,0.0,1.0,44.04,2.5,0.0
1,2024-01-01 00:21:01,2024-01-01 00:39:49,2.0,4.1,1.0,N,263,116,2,21.2,3.5,0.5,0.0,0.0,1.0,26.2,2.5,0.0
1,2024-01-01 00:15:16,2024-01-01 00:26:58,2.0,0.0,1.0,N,79,264,1,10.7,3.5,0.5,3.1,0.0,1.0,18.8,2.5,0.0
1,2024-01-01 00:39:34,2024-01-01 01:04:02,1.0,0.0,1.0,N,161,264,1,19.8,3.5,0.5,2.0,0.0,1.0,26.8,2.5,0.0
1,2024-01-01 00:43:28,2024-01-01 00:56:45,1.0,1.6,1.0,N,161,263,1,13.5,3.5,0.5,2.0,0.0,1.0,20.5,2.5,0.0
1,2024-01-01 00:08:41,2024-01-01 00:15:58,1.0,1.0,1.0,N,148,107,1,7.9,3.5,0.5,3.85,0.0,1.0,16.75,2.5,0.0
1,2024-01-01 00:33:18,2024-01-01 00:38:39,3.0,0.6,1.0,N,148,114,1,6.5,3.5,0.5,3.4,0.0,1.0,14.9,2.5,0.0
1,2024-01-01 00:41:15,2024-01-01 00:45:01,3.0,0.8,1.0,N,114,234,2,6.5,3.5,0.5,0.0,0.0,1.0,11.5,2.5,0.0
1,2024-01-01 00:58:14,2024-01-01 01:06:13,2.0,1.4,1.0,N,114,186,1,9.3,3.5,0.5,3.55,0.0,1.0,17.85,2.5,0.0
2,2024-01-01 00:55:31,2024-01-01 01:21:15,1.0,18.42,1.0,N,132,213,2,68.1,1.0,0.5,0.0,6.94,1.0,79.29,0.0,1.75
1,2024-01-01 00:10:30,2024-01-01 00:26:08,1.0,2.8,1.0,N,246,79,2,17.0,3.5,0.5,0.0,0.0,1.0,22.0,2.5,0.0
1,2024-01-01 00:34:48,2024-01-01 00:36:46,1.0,0.4,1.0,N,79,4,2,4.4,3.5,0.5,0.0,0.0,1.0,9.4,2.5,0.0
1,2024-01-01 00:38:48,2024-01-01 00:53:59,1.0,3.2,1.0,N,79,87,2,19.1,3.5,0.5,0.0,0.0,1.0,24.1,2.5,0.0
1,2024-01-01 00:05:09,2024-01-01 00:40:40,2.0,5.0,1.0,N,148,142,1,33.8,3.5,0.5,9.7,0.0,1.0,48.5,2.5,0.0
1,2024-01-01 00:44:00,2024-01-01 00:47:00,2.0,0.7,1.0,N,142,239,1,5.8,3.5,0.5,2.16,0.0,1.0,12.96,2.5,0.0
1,2024-01-01 00:50:09,2024-01-01 00:59:03,2.0,1.5,1.0,N,239,236,1,10.7,3.5,0.5,3.14,0.0,1.0,18.84,2.5,0.0
1,2024-01-01 00:02:42,2024-01-01 00:32:59,2.0,5.8,1.0,N,249,24,1,31.7,3.5,0.5,7.35,0.0,1.0,44.05,2.5,0.0
2,2024-01-01 00:39:32,2024-01-01 00:47:26,1.0,2.01,1.0,N,162,263,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0
2,2024-01-01 00:50:02,2024-01-01 01:03:20,1.0,5.53,1.0,N,263,244,1,24.7,1.0,0.5,3.0,0.0,1.0,30.2,0.0,0.0
1,2024-01-01 00:06:26,2024-01-01 00:19:03,1.0,2.6,1.0,N,163,262,1,14.2,3.5,0.5,4.8,0.0,1.0,24.0,2.5,0.0
1,2024-01-01 00:24:05,2024-01-01 00:38:42,1.0,1.7,1.0,N,263,163,1,13.5,3.5,0.5,3.7,0.0,1.0,22.2,2.5,0.0
1,2024-01-01 00:42:02,2024-01-01 01:07:17,1.0,1.4,1.0,N,161,164,2,17.7,3.5,0.5,0.0,0.0,1.0,22.7,2.5,0.0
2,2024-01-01 00:10:19,2024-01-01 00:22:58,1.0,1.92,1.0,N,263,236,1,13.5,1.0,0.5,3.7,0.0,1.0,22.2,2.5,0.0
2,2024-01-01 00:43:21,2024-01-01 00:54:22,1.0,1.31,1.0,N,43,162,2,12.1,1.0,0.5,0.0,0.0,1.0,17.1,2.5,0.0
1,2024-01-01 00:08:23,2024-01-01 00:21:06,1.0,2.3,1.0,N,236,41,1,14.2,3.5,0.5,3.8,0.0,1.0,23.0,2.5,0.0
1,2024-01-01 00:26:02,2024-01-01 00:26:21,1.0,2.3,1.0,N,42,42,1,3.0,1.0,0.5,10.0,0.0,1.0,15.5,0.0,0.0
1,2024-01-01 00:17:13,2024-01-01 00:31:21,1.0,2.1,1.0,N,234,229,2,14.2,3.5,0.5,0.0,0.0,1.0,19.2,2.5,0.0
1,2024-01-01 00:39:45,2024-01-01 01:13:32,1.0,2.9,1.0,N,229,249,1,28.2,3.5,0.5,6.6,0.0,1.0,39.8,2.5,0.0
2,2024-01-01 00:26:37,2024-01-01 01:10:26,1.0,10.1,1.0,N,114,41,1,49.9,1.0,0.5,10.98,0.0,1.0,65.88,2.5,0.0
2,2024-01-01 00:27:39,2024-01-01 00:47:22,3.0,1.46,1.0,N,142,48,2,17.0,1.0,0.5,0.0,0.0,1.0,22.0,2.5,0.0
2,2024-01-01 00:50:05,2024-01-01 01:25:09,1.0,4.08,1.0,N,48,87,2,31.0,1.0,0.5,0.0,0.0,1.0,36.0,2.5,0.0
2,2024-01-01 00:20:55,2024-01-01 00:26:58,1.0,1.26,1.0,N,142,237,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0
2,2024-01-01 00:28:21,2024-01-01 00:39:56,1.0,1.78,1.0,N,163,233,1,12.1,1.0,0.5,3.42,0.0,1.0,20.52,2.5,0.0
2,2024-01-01 00:33:08,2024-01-01 00:59:55,2.0,20.59,2.0,N,132,141,1,70.0,0.0,0.5,20.67,6.94,1.0,103.36,2.5,1.75
2,2024-01-01 00:14:12,2024-01-01 00:28:49,2.0,2.45,1.0,N,170,148,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0
2,2024-01-01 00:31:07,2024-01-01 00:47:17,2.0,2.56,1.0,N,148,256,1,17.7,1.0,0.5,4.54,0.0,1.0,27.24,2.5,0.0
2,2024-01-01 00:52:50,2024-01-01 00:58:20,1.0,1.52,1.0,N,256,232,2,7.9,1.0,0.5,0.0,0.0,1.0,12.9,2.5,0.0
2,2024-01-01 00:39:00,2024-01-01 00:59:36,1.0,2.25,1.0,N,107,141,2,19.1,1.0,0.5,0.0,0.0,1.0,24.1,2.5,0.0
1,2024-01-01 00:20:19,2024-01-01 00:47:08,2.0,5.4,1.0,N,234,151,1,28.9,3.5,0.5,10.15,0.0,1.0,44.05,2.5,0.0
2,2024-01-01 00:28:47,2024-01-01 00:39:22,1.0,1.58,1.0,N,164,113,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0
2,2024-01-01 00:40:24,2024-01-01 00:50:56,2.0,2.23,1.0,N,113,13,1,12.8,1.0,0.5,0.89,0.0,1.0,18.69,2.5,0.0
1,2024-01-01 00:22:00,2024-01-01 01:06:35,1.0,3.5,1.0,N,186,239,1,36.6,3.5,0.5,8.3,0.0,1.0,49.9,2.5,0.0
2,2024-01-01 00:09:11,2024-01-01 00:21:13,1.0,5.86,1.0,N,209,233,1,24.7,1.0,0.5,5.94,0.0,1.0,35.64,2.5,0.0
2,2024-01-01 00:24:59,2024-01-01 00:49:06,2.0,3.96,1.0,N,162,143,1,24.7,1.0,0.5,5.94,0.0,1.0,35.64,2.5,0.0
2,2024-01-01 00:55:04,2024-01-01 01:11:40,2.0,2.16,1.0,N,50,68,1,17.0,1.0,0.5,4.4,0.0,1.0,26.4,2.5,0.0
2,2024-01-01 00:15:50,2024-01-01 00:27:26,2.0,3.05,1.0,N,170,236,2,14.9,1.0,0.5,0.0,0.0,1.0,19.9,2.5,0.0
1,2024-01-01 00:06:05,2024-01-01 00:31:59,1.0,5.9,1.0,N,239,231,1,29.6,3.5,0.5,5.0,0.0,1.0,39.6,2.5,0.0
1,2024-01-01 00:38:11,2024-01-01 01:39:04,1.0,6.9,1.0,N,231,24,1,54.1,3.5,0.5,8.87,0.0,1.0,67.97,2.5,0.0
1,2024-01-01 00:21:09,2024-01-01 00:26:53,1.0,1.3,1.0,N,236,238,1,8.6,3.5,0.5,2.72,0.0,1.0,16.32,2.5,0.0
1,2024-01-01 00:42:27,2024-01-01 01:02:55,1.0,6.1,1.0,N,236,79,1,28.9,3.5,0.5,3.0,0.0,1.0,36.9,2.5,0.0
2,2024-01-01 00:22:51,2024-01-01 00:41:51,1.0,8.21,1.0,N,138,80,1,33.8,6.0,0.5,10.32,0.0,1.0,53.37,0.0,1.75
2,2024-01-01 00:42:42,2024-01-01 01:08:50,1.0,10.51,1.0,N,234,57,1,44.3,1.0,0.5,0.0,6.94,1.0,56.24,2.5,0.0
2,2024-01-01 00:19:45,2024-01-01 00:24:59,2.0,1.09,1.0,N,237,263,1,7.9,1.0,0.5,3.87,0.0,1.0,16.77,2.5,0.0
2,2024-01-01 00:38:04,2024-01-01 00:50:43,2.0,1.72,1.0,N,236,229,1,13.5,1.0,0.5,2.0,0.0,1.0,20.5,2.5,0.0
2,2024-01-01 00:54:32,2024-01-01 01:00:48,2.0,0.94,1.0,N,229,237,1,7.9,1.0,0.5,0.0,0.0,1.0,12.9,2.5,0.0
1,2024-01-01 00:18:26,2024-01-01 00:52:40,1.0,0.0,99.0,N,222,147,1,52.5,0.0,0.5,0.0,6.94,1.0,60.94,0.0,0.0
2,2024-01-01 00:23:45,2024-01-01 00:45:36,3.0,5.94,1.0,N,234,75,2,28.2,1.0,0.5,0.0,0.0,1.0,33.2,2.5,0.0
2,2024-01-01 00:47:25,2024-01-01 01:02:57,1.0,6.37,1.0,N,75,78,2,26.8,1.0,0.5,0.0,0.0,1.0,29.3,0.0,0.0
2,2024-01-01 00:42:07,2024-01-01 01:03:29,2.0,3.24,1.0,N,161,238,1,21.2,1.0,0.5,2.0,0.0,1.0,28.2,2.5,0.0
1,2024-01-01 00:14:11,2024-01-01 00:31:34,1.0,3.0,1.0,N,43,41,1,17.0,3.5,0.5,20.0,0.0,1.0,42.0,2.5,0.0
2,2023-12-31 23:56:46,2024-01-01 00:12:06,2.0,2.38,1.0,N,236,142,1,15.6,1.0,0.5,1.0,0.0,1.0,21.6,2.5,0.0
2,2024-01-01 00:16:55,2024-01-01 00:32:42,1.0,2.67,1.0,N,142,263,1,16.3,1.0,0.5,4.26,0.0,1.0,25.56,2.5,0.0
2,2024-01-01 00:45:26,2024-01-01 01:24:48,2.0,3.59,1.0,N,141,246,1,31.7,1.0,0.5,3.33,0.0,1.0,40.03,2.5,0.0
1,2024-01-01 00:29:15,2024-01-01 01:10:42,2.0,5.0,1.0,N,90,238,1,40.1,3.5,0.5,9.0,0.0,1.0,54.1,2.5,0.0
1,2024-01-01 00:35:35,2024-01-01 00:47:15,4.0,1.8,1.0,N,114,87,1,12.8,3.5,0.5,1.0,0.0,1.0,18.8,2.5,0.0
1,2024-01-01 00:49:42,2024-01-01 00:58:21,0.0,2.9,1.0,N,87,79,1,14.9,3.5,0.5,5.0,0.0,1.0,24.9,2.5,0.0
2,2024-01-01 00:19:44,2024-01-01 00:25:47,2.0,1.58,1.0,N,238,166,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0
2,2024-01-01 00:31:28,2024-01-01 00:46:37,2.0,2.93,1.0,N,151,262,1,17.7,1.0,0.5,5.0,0.0,1.0,27.7,2.5,0.0
2,2024-01-01 00:49:34,2024-01-01 00:57:21,1.0,1.76,1.0,N,262,237,1,10.0,1.0,0.5,3.0,0.0,1.0,18.0,2.5,0.0
2,2024-01-01 00:20:41,2024-01-01 00:37:37,3.0,2.45,1.0,N,246,79,1,17.0,1.0,0.5,0.0,0.0,1.0,22.0,2.5,0.0
2,2024-01-01 00:40:46,2024-01-01 00:45:13,2.0,1.16,1.0,N,79,107,1,7.2,1.0,0.5,3.66,0.0,1.0,15.86,2.5,0.0
2,2024-01-01 00:50:32,2024-01-01 00:54:59,3.0,0.54,1.0,N,164,107,1,5.8,1.0,0.5,1.0,0.0,1.0,11.8,2.5,0.0
2,2024-01-01 00:56:45,2024-01-01 00:59:16,3.0,0.69,1.0,N,107,233,1,5.1,1.0,0.5,2.02,0.0,1.0,12.12,2.5,0.0
1,2024-01-01 00:12:36,2024-01-01 00:17:30,2.0,0.9,1.0,N,236,238,1,7.2,3.5,0.5,2.4,0.0,1.0,14.6,2.5,0.0
1,2024-01-01 00:23:53,2024-01-01 00:30:53,1.0,1.1,1.0,N,238,263,1,9.3,3.5,0.5,5.0,0.0,1.0,19.3,2.5,0.0
1,2024-01-01 00:39:50,2024-01-01 00:45:56,1.0,1.1,1.0,N,236,237,1,8.6,3.5,0.5,2.45,0.0,1.0,16.05,2.5,0.0
1,2024-01-01 00:52:03,2024-01-01 00:56:17,2.0,0.7,1.0,N,141,262,1,6.5,3.5,0.5,1.72,0.0,1.0,13.22,2.5,0.0
1,2024-01-01 00:57:13,2024-01-01 01:01:39,2.0,1.1,1.0,N,262,236,1,7.9,3.5,0.5,2.55,0.0,1.0,15.45,2.5,0.0
2,2024-01-01 00:07:35,2024-01-01 00:35:09,3.0,9.91,1.0,N,132,35,2,42.9,1.0,0.5,0.0,0.0,1.0,47.15,0.0,1.75
2,2024-01-01 00:54:03,2024-01-01 01:13:02,2.0,3.93,1.0,N,79,262,1,21.2,1.0,0.5,5.24,0.0,1.0,31.44,2.5,0.0
2,2024-01-01 00:27:57,2024-01-01 00:30:30,3.0,0.56,1.0,N,237,229,1,5.1,1.0,0.5,2.02,0.0,1.0,12.12,2.5,0.0
2,2024-01-01 00:08:50,2024-01-01 00:32:51,2.0,6.29,1.0,N,43,223,1,29.6,1.0,0.5,5.0,0.0,1.0,39.6,2.5,0.0
2,2024-01-01 00:53:42,2024-01-01 01:23:16,3.0,11.82,1.0,N,138,188,1,50.6,6.0,0.5,8.0,0.0,1.0,67.85,0.0,1.75
1,2024-01-01 00:09:24,2024-01-01 00:22:58,2.0,1.9,1.0,N,113,170,1,14.2,3.5,0.5,3.0,0.0,1.0,22.2,2.5,0.0
1,2024-01-01 00:40:58,2024-01-01 00:58:25,1.0,1.6,1.0,N,234,211,1,16.3,3.5,0.5,4.25,0.0,1.0,25.55,2.5,0.0
1,2024-01-01 00:59:45,2024-01-01 01:05:09,1.0,1.0,1.0,N,211,158,1,7.2,3.5,0.5,3.0,0.0,1.0,15.2,2.5,0.0
2,2024-01-01 00:37:28,2024-01-01 00:48:30,1.0,1.34,1.0,N,107,161,1,12.1,1.0,0.5,3.42,0.0,1.0,20.52,2.5,0.0
2,2024-01-01 00:54:54,2024-01-01 01:00:57,1.0,1.18,1.0,N,161,237,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0
2,2024-01-01 00:18:05,2024-01-01 00:22:21,1.0,0.55,1.0,N,237,141,1,5.8,1.0,0.5,2.16,0.0,1.0,12.96,2.5,0.0
2,2024-01-01 00:24:34,2024-01-01 00:36:37,1.0,2.03,1.0,N,141,239,1,13.5,1.0,0.5,2.78,0.0,1.0,21.28,2.5,0.0
2,2024-01-01 00:39:46,2024-01-01 01:16:59,1.0,10.95,1.0,N,238,182,2,49.9,1.0,0.5,0.0,0.0,1.0,54.9,2.5,0.0
2,2024-01-01 00:00:42,2024-01-01 00:06:17,1.0,1.06,1.0,N,164,161,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0
2,2024-01-01 00:27:08,2024-01-01 00:44:46,1.0,2.6,1.0,N,249,233,1,17.0,1.0,0.5,4.4,0.0,1.0,26.4,2.5,0.0
2,2024-01-01 00:47:04,2024-01-01 00:52:38,1.0,0.9,1.0,N,233,141,2,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0
2,2024-01-01 00:59:21,2024-01-01 01:12:55,1.0,1.22,1.0,N,237,143,1,12.8,1.0,0.5,3.56,0.0,1.0,21.36,2.5,0.0
2,2024-01-01 00:48:21,2024-01-01 01:27:40,3.0,16.0,1.0,N,132,165,1,66.0,1.0,0.5,9.0,0.0,1.0,79.25,0.0,1.75
2,2024-01-01 00:19:45,2024-01-01 00:52:08,1.0,4.6,1.0,N,239,164,1,30.3,1.0,0.5,5.0,0.0,1.0,40.3,2.5,0.0
2,2024-01-01 00:55:59,2024-01-01 01:07:25,1.0,1.3,1.0,N,90,246,1,11.4,1.0,0.5,1.64,0.0,1.0,18.04,2.5,0.0
2,2024-01-01 00:11:42,2024-01-01 00:21:26,1.0,2.78,1.0,N,166,236,1,14.9,1.0,0.5,3.0,0.0,1.0,22.9,2.5,0.0
2,2024-01-01 00:23:43,2024-01-01 00:29:10,1.0,1.62,1.0,N,236,151,1,9.3,1.0,0.5,2.5,0.0,1.0,16.8,2.5,0.0
2,2024-01-01 00:33:33,2024-01-01 00:48:41,2.0,2.79,1.0,N,239,162,1,17.0,1.0,0.5,4.4,0.0,1.0,26.4,2.5,0.0
2,2024-01-01 00:51:26,2024-01-01 01:15:23,2.0,6.47,1.0,N,162,69,2,30.3,1.0,0.5,0.0,0.0,1.0,35.3,2.5,0.0
1,2024-01-01 00:46:06,2024-01-01 01:01:30,2.0,1.4,1.0,N,249,144,1,14.2,3.5,0.5,7.0,0.0,1.0,26.2,2.5,0.0
2,2024-01-01 00:05:14,2024-01-01 00:13:36,1.0,1.44,1.0,N,90,79,1,10.0,1.0,0.5,3.75,0.0,1.0,18.75,2.5,0.0
2,2024-01-01 00:14:36,2024-01-01 00:19:20,1.0,0.69,1.0,N,224,4,2,6.5,1.0,0.5,0.0,0.0,1.0,11.5,2.5,0.0
2,2024-01-01 00:26:18,2024-01-01 00:45:18,1.0,4.69,1.0,N,79,141,1,24.0,1.0,0.5,5.8,0.0,1.0,34.8,2.5,0.0
2,2024-01-01 00:49:09,2024-01-01 01:20:28,1.0,3.15,1.0,N,141,50,1,26.8,1.0,0.5,5.0,0.0,1.0,36.8,2.5,0.0
2,2024-01-01 00:23:00,2024-01-01 00:38:39,2.0,3.05,1.0,N,263,151,1,17.7,1.0,0.5,4.54,0.0,1.0,27.24,2.5,0.0
2,2024-01-01 00:45:11,2024-01-01 00:47:51,2.0,0.5,1.0,N,151,24,2,5.1,1.0,0.5,0.0,0.0,1.0,7.6,0.0,0.0
2,2024-01-01 00:50:57,2024-01-01 01:06:12,1.0,7.59,1.0,N,151,119,1,30.3,1.0,0.5,6.56,0.0,1.0,39.36,0.0,0.0
2,2024-01-01 00:20:07,2024-01-01 00:30:20,2.0,1.34,1.0,N,234,233,1,11.4,1.0,0.5,4.1,0.0,1.0,20.5,2.5,0.0
2,2024-01-01 00:25:23,2024-01-01 01:18:03,1.0,10.21,1.0,N,246,128,1,61.1,1.0,0.5,13.22,0.0,1.0,79.32,2.5,0.0
1,2024-01-01 00:32:35,2024-01-01 00:52:15,4.0,3.2,1.0,N,144,255,1,20.5,3.5,0.5,2.0,0.0,1.0,27.5,2.5,0.0
1,2024-01-01 00:57:22,2024-01-01 01:15:00,2.0,3.0,1.0,N,256,17,1,18.4,1.0,0.5,5.2,0.0,1.0,26.1,0.0,0.0
1,2024-01-01 00:37:36,2024-01-01 00:56:58,1.0,3.6,1.0,N,249,65,2,21.9,3.5,0.5,0.0,0.0,1.0,26.9,2.5,0.0
1,2024-01-01 00:10:21,2024-01-01 00:22:07,2.0,2.3,1.0,N,148,233,1,14.2,3.5,0.5,1.0,0.0,1.0,20.2,2.5,0.0
1,2024-01-01 00:25:31,2024-01-01 00:27:46,1.0,0.7,1.0,N,229,141,1,5.1,3.5,0.5,2.0,0.0,1.0,12.1,2.5,0.0
1,2024-01-01 00:58:17,2024-01-01 01:21:27,1.0,3.3,1.0,N,164,142,1,21.9,3.5,0.5,4.03,0.0,1.0,30.93,2.5,0.0
2,2024-01-01 00:13:56,2024-01-01 00:18:37,1.0,0.94,1.0,N,238,166,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0
2,2024-01-01 00:35:07,2024-01-01 00:48:48,2.0,3.55,1.0,N,162,75,1,17.7,1.0,0.5,0.02,0.0,1.0,22.72,2.5,0.0
2,2024-01-01 00:02:55,2024-01-01 00:10:11,1.0,0.72,1.0,N,249,249,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0
2,2024-01-01 00:43:52,2024-01-01 01:33:57,1.0,3.16,1.0,N,113,50,1,40.1,1.0,0.5,2.0,0.0,1.0,47.1,2.5,0.0
2,2024-01-01 00:27:25,2024-01-01 00:35:24,1.0,1.47,1.0,N,142,140,1,10.0,1.0,0.5,0.0,0.0,1.0,15.0,2.5,0.0
1,2024-01-01 00:34:14,2024-01-01 01:01:32,2.0,3.4,1.0,N,163,158,2,25.4,3.5,0.5,0.0,0.0,1.0,30.4,2.5,0.0
2,2024-01-01 00:31:24,2024-01-01 01:02:27,2.0,4.39,1.0,N,142,113,1,28.9,1.0,0.5,6.78,0.0,1.0,40.68,2.5,0.0
1,2024-01-01 00:06:03,2024-01-01 00:17:55,1.0,0.5,1.0,N,246,246,1,10.0,3.5,0.5,4.5,0.0,1.0,19.5,2.5,0.0
1,2024-01-01 00:20:21,2024-01-01 00:25:42,1.0,0.6,1.0,N,246,246,1,6.5,3.5,0.5,10.0,0.0,1.0,21.5,2.5,0.0
1,2024-01-01 00:40:09,2024-01-01 00:48:57,1.0,0.9,1.0,N,68,114,1,8.6,3.5,0.5,2.7,0.0,1.0,16.3,2.5,0.0
1,2024-01-01 00:49:59,2024-01-01 01:33:58,1.0,3.6,1.0,N,114,50,1,33.8,3.5,0.5,9.7,0.0,1.0,48.5,2.5,0.0
1,2024-01-01 00:42:26,2024-01-01 01:12:01,0.0,16.6,2.0,N,132,233,1,70.0,4.25,0.5,16.53,6.94,1.0,99.22,2.5,1.75
2,2024-01-01 00:37:22,2024-01-01 00:48:08,3.0,1.45,1.0,N,107,68,2,11.4,1.0,0.5,0.0,0.0,1.0,16.4,2.5,0.0
2,2024-01-01 01:01:55,2024-01-01 01:25:20,2.0,1.3,1.0,N,68,48,1,19.8,1.0,0.5,2.5,0.0,1.0,27.3,2.5,0.0
